Income,Recency,Total_amount_spent,Customer_purchases_webvisits,Length_of_Association,Age
73059.0,36,1095.0,30,89,71
42731.0,64,244.0,18,87,52
52854.0,43,116.0,14,82,62
22775.0,40,22.0,12,91,43
46681.0,52,425.0,21,88,71
59821.0,11,734.0,33,94,66
50002.0,21,638.0,26,91,67
69755.0,23,894.0,23,88,71
44078.0,17,41.0,12,79,52
30560.0,6,31.0,12,91,45
35924.0,56,34.0,10,82,52
64140.0,71,1750.0,23,88,57
56386.0,51,612.0,33,99,40
24594.0,94,29.0,10,85,42
75774.0,27,823.0,25,81,40
39228.0,1,22.0,10,93,61
58494.0,56,396.0,22,85,47
58684.0,71,813.0,23,79,40
57136.0,18,1179.0,26,92,54
56551.0,48,138.0,14,81,71
22448.0,86,55.0,12,83,39
82014.0,48,1511.0,28,101,60
34213.0,2,117.0,18,101,58
84130.0,13,1730.0,29,93,44
25358.0,57,32.0,12,90,71
35544.0,77,67.0,13,83,43
36634.0,0,335.0,22,92,67
62670.0,57,825.0,25,84,67
50334.0,24,694.0,29,90,49
72066.0,55,1778.25,19,79,40
50729.0,62,496.0,30,93,63
34916.0,89,231.0,22,92,53
64892.0,77,902.0,28,80,45
43602.0,45,68.0,15,84,55
33996.0,46,71.0,10,88,33
41473.0,80,76.0,13,91,36
63246.0,60,772.0,26,89,54
36732.0,71,47.0,11,85,62
69084.0,43,1586.0,33,86,51
77766.0,97,1529.0,33,95,54
37929.0,49,265.0,20,90,36
84130.0,66,1603.0,20,89,70
80141.0,20,1778.25,28,97,35
72635.0,54,981.0,24,92,66
69016.0,61,1533.0,33,98,51
20193.0,18,82.0,11,98,33
27573.0,45,244.0,22,94,46
18985.5,26,36.0,13,91,42
49544.0,0,404.0,23,95,45
33228.0,28,71.0,13,84,41
70440.0,49,1572.0,26,88,43
38232.0,84,122.0,16,84,50
22554.0,38,41.0,15,99,66
23536.0,53,22.0,10,80,38
49413.0,88,304.0,18,87,69
42231.0,99,37.0,10,82,52
78789.0,12,1754.0,18,102,41
56534.0,35,815.0,33,90,53
58350.0,5,1001.0,33,97,50
81217.0,77,1157.0,23,90,33
49090.0,45,688.0,28,90,70
61787.0,71,1319.0,24,91,34
18985.5,40,22.0,12,95,36
24336.0,82,31.0,11,101,40
18985.5,70,67.0,14,97,33
62335.0,87,708.0,23,92,69
42033.0,95,25.0,11,100,50
84130.0,72,746.0,12,95,38
41437.0,5,32.0,12,100,64
73705.0,86,1695.0,30,83,70
61064.0,80,1080.0,33,101,45
38452.0,62,72.0,16,82,66
18985.5,49,57.0,17,86,33
55012.0,85,660.0,30,82,48
18985.5,7,103.0,19,100,48
38175.0,6,153.0,18,88,37
58656.0,25,1220.0,33,100,65
52117.0,55,279.0,20,101,56
64813.0,81,745.0,25,85,43
54222.0,98,264.0,15,83,48
83512.0,31,1778.25,23,79,35
77520.0,30,1526.0,27,89,62
41154.0,98,69.0,11,94,43
80398.0,92,1597.0,29,99,55
18985.5,41,64.0,14,80,33
35196.0,68,497.0,26,99,37
60230.0,78,1067.0,22,92,65
22108.0,46,31.0,14,80,44
44392.0,71,211.0,21,89,47
55424.0,6,877.0,31,98,45
18985.5,82,22.0,12,96,42
84130.0,71,1778.25,28,93,38
84130.0,32,1778.25,21,85,33
82571.0,28,1686.0,26,82,59
38513.0,20,324.0,25,84,39
18985.5,10,69.0,15,81,42
42586.0,7,252.0,24,99,66
23529.0,67,54.0,11,97,56
74881.0,48,964.0,32,95,60
71107.0,61,1327.0,32,95,70
46910.0,36,68.0,13,82,57
18985.5,77,60.0,13,97,62
37244.0,90,55.0,12,93,66
82427.0,35,1456.0,22,82,55
75342.0,38,563.0,22,93,63
70044.0,46,1504.0,31,95,67
79146.0,33,564.0,25,81,54
77437.0,70,1125.0,24,86,58
54984.0,51,358.0,24,80,62
42403.0,18,42.0,13,85,50
55761.0,97,184.0,16,81,57
37292.0,32,460.0,27,93,38
45576.0,9,145.0,16,80,71
70321.0,6,1376.0,29,96,71
58086.0,80,792.0,31,96,52
81795.0,74,1382.0,25,99,69
28389.0,49,28.0,11,98,71
66835.0,21,1033.0,26,88,71
69901.0,95,882.0,28,92,52
80360.0,56,1778.25,17,95,71
63342.0,48,1101.0,25,99,60
44989.0,26,369.0,22,101,47
31859.0,3,48.0,12,83,41
51569.0,39,467.0,27,95,71
30372.0,33,44.0,15,97,50
18985.5,42,38.0,13,94,42
41120.0,80,81.0,15,87,53
39763.0,9,167.0,19,90,50
38725.0,52,45.0,11,80,66
77981.0,78,664.0,26,92,49
62905.0,68,622.0,24,88,57
18985.5,45,48.0,14,95,42
59481.0,47,461.0,18,87,46
72117.0,34,1073.0,31,89,44
21955.0,81,55.0,14,89,35
67131.0,72,976.0,32,94,65
36802.0,23,22.0,10,79,41
71853.0,29,1149.0,18,93,39
28249.0,80,43.0,12,79,60
47808.0,30,224.0,17,87,46
25509.0,15,101.0,18,100,47
51012.0,86,209.0,16,93,71
70596.0,68,968.0,23,100,36
84130.0,54,1165.0,17,92,69
42664.0,44,24.0,11,82,54
42586.0,7,252.0,24,99,66
29760.0,87,165.0,20,101,36
28973.0,59,269.0,21,100,44
39435.0,16,102.0,14,90,48
65370.0,1,461.0,20,90,37
20194.0,64,47.0,13,97,42
42473.0,72,144.0,15,83,45
64590.0,98,1338.0,30,100,53
71232.0,91,917.0,32,86,62
34600.0,8,318.0,25,97,50
46904.0,20,253.0,22,99,54
49094.0,6,502.0,26,100,48
36075.0,54,119.0,13,85,38
60839.0,72,1250.0,33,101,42
77298.0,46,969.0,27,87,42
34026.0,11,76.0,14,90,71
48918.0,21,62.0,11,81,58
82122.0,89,1382.0,27,89,59
37697.0,82,84.0,13,83,45
34074.0,69,255.0,20,90,69
28520.0,55,43.0,11,91,61
62535.0,13,398.0,17,88,66
36273.0,80,76.0,14,81,44
63404.0,97,902.0,19,80,57
75774.0,27,823.0,25,81,40
78416.0,99,1179.0,29,79,45
75702.0,87,1778.25,33,100,47
59385.0,85,185.0,15,93,70
37070.0,30,433.0,30,94,55
44689.0,82,34.0,13,84,70
53977.0,21,907.0,32,92,63
18985.5,92,416.0,25,86,55
18985.5,95,44.0,15,92,57
84130.0,2,1588.0,18,81,65
63159.0,74,1778.25,20,99,47
37758.0,49,40.0,14,100,55
46757.0,71,1143.0,30,98,58
79734.0,72,914.0,15,79,52
63207.0,68,1502.0,19,96,33
72071.0,4,1338.0,22,95,67
21840.0,80,27.0,14,90,38
58582.0,15,763.0,27,88,39
72282.0,70,1331.0,29,90,70
50387.0,91,525.0,24,89,65
32583.0,10,22.0,11,79,60
62568.0,99,953.0,20,82,59
44635.0,25,68.0,14,87,50
33316.0,34,131.0,16,88,50
63967.0,57,882.0,25,90,53
52513.0,84,1149.0,32,101,43
25293.0,51,37.0,13,88,52
54111.0,97,388.0,20,89,56
78394.0,13,1428.0,18,95,35
80739.0,92,1633.0,25,92,63
22669.0,30,173.0,19,92,46
29236.0,30,99.0,18,88,34
44911.0,11,215.0,19,94,62
54693.0,72,929.0,33,95,59
48186.0,39,219.0,19,82,47
54809.0,0,174.0,16,88,44
41580.0,15,92.0,14,98,43
80336.0,12,1052.0,26,89,51
47743.0,56,275.0,20,94,64
62972.0,39,587.0,22,102,66
57333.0,55,1662.0,33,100,67
32313.0,60,159.0,20,96,39
84130.0,73,1024.0,20,92,68
27071.0,90,35.0,13,81,53
68148.0,86,1042.0,17,89,64
65735.0,37,395.0,26,86,56
84130.0,7,557.0,28,101,46
18985.5,29,22.0,33,79,58
30093.0,19,69.0,13,91,33
57705.0,14,486.0,24,84,55
25008.0,72,34.0,14,84,33
83257.0,56,1365.0,33,100,33
22280.0,85,22.0,12,92,46
72159.0,62,1401.0,23,99,43
64260.0,1,1574.0,17,97,60
82733.0,28,1323.0,24,88,37
74290.0,70,1217.0,33,89,50
58217.0,84,103.0,13,98,70
21024.0,89,84.0,14,91,45
70116.0,73,1536.0,24,96,49
54006.0,42,581.0,25,100,36
69063.0,16,928.0,17,99,55
18985.5,16,22.0,10,85,46
61825.0,56,424.0,19,90,42
70886.0,65,960.0,16,87,50
69109.0,10,1555.0,24,99,39
60208.0,13,656.0,33,100,48
32889.0,78,55.0,14,89,53
34738.0,51,22.0,11,80,37
30538.0,27,367.0,27,100,50
82326.0,30,1778.25,24,82,44
26642.0,71,42.0,13,83,54
69932.0,97,1049.0,30,91,57
44503.0,83,48.0,13,81,49
60200.0,3,685.0,31,97,71
49638.0,71,39.0,10,81,69
23830.0,3,43.0,12,83,34
33051.0,15,835.0,30,101,62
72905.0,52,1515.0,21,84,63
69702.0,8,1039.0,30,95,70
70300.0,89,1596.0,33,90,46
70643.0,66,1778.25,24,99,37
30396.0,22,34.0,13,81,52
50616.0,56,149.0,17,81,53
62772.0,74,946.0,25,92,52
30298.0,48,28.0,10,80,36
52413.0,67,450.0,24,99,37
44155.0,24,46.0,10,84,64
84130.0,67,1702.0,18,87,50
76532.0,38,820.0,30,89,46
42081.0,86,382.0,21,95,39
67546.0,90,1778.25,23,101,33
84130.0,87,1778.25,21,81,33
31158.0,62,72.0,15,96,36
61671.0,23,732.0,33,80,53
69719.0,99,801.0,12,80,47
49160.0,29,236.0,18,87,71
24882.0,52,80.0,11,101,43
84130.0,90,1685.0,16,82,67
84130.0,9,277.0,28,80,71
59292.0,71,507.0,21,91,71
45759.0,13,68.0,14,95,57
22148.0,16,49.0,12,81,38
73395.0,94,397.0,17,82,34
29819.0,77,39.0,15,87,50
45688.0,20,306.0,18,84,53
62820.0,51,976.0,15,93,67
60491.0,81,1028.0,33,89,50
33235.0,71,70.0,14,84,35
35701.0,36,46.0,11,94,62
31535.0,95,51.0,12,88,41
84130.0,32,1263.0,21,81,61
67384.0,32,1490.0,27,99,51
80573.0,85,1564.0,26,100,50
77870.0,93,1778.25,26,101,54
52278.0,24,1198.0,33,96,58
57107.0,44,416.0,31,101,53
18985.5,15,85.0,12,95,33
36038.0,82,47.0,14,92,40
20180.0,27,137.0,15,95,45
34230.0,72,22.0,11,97,56
31878.0,7,70.0,10,79,44
70932.0,57,909.0,25,84,49
84130.0,84,1676.0,26,99,65
77598.0,53,1735.0,29,88,71
80982.0,48,1191.0,33,97,62
22701.0,2,24.0,10,89,44
55212.0,65,1182.0,28,98,52
70617.0,45,1280.0,16,91,51
64849.0,42,1336.0,24,99,64
62694.0,29,749.0,31,91,56
61917.0,83,91.0,12,86,47
67472.0,93,414.0,18,88,71
21059.0,40,44.0,15,85,39
29543.0,47,63.0,15,82,53
75903.0,50,901.0,26,94,70
34984.0,40,38.0,13,101,46
54998.0,3,455.0,24,95,65
54356.0,62,775.0,32,98,71
34242.0,25,22.0,10,82,62
25410.0,48,38.0,10,89,48
73356.0,56,1512.0,24,84,37
28320.0,68,43.0,13,96,71
23763.0,64,42.0,12,102,44
72570.0,67,1089.0,24,81,37
34529.0,94,162.0,16,101,45
70792.0,82,1272.0,22,96,70
63211.0,3,1173.0,22,99,39
83891.0,24,816.0,23,79,47
36065.0,54,74.0,17,94,53
39898.0,20,134.0,16,95,67
51141.0,96,157.0,14,91,71
56939.0,19,561.0,21,88,45
80872.0,60,1336.0,20,80,70
72335.0,2,1778.25,31,102,45
61798.0,13,463.0,20,86,57
76842.0,37,1130.0,17,81,71
29478.0,59,22.0,11,84,45
46998.0,55,377.0,25,99,65
84130.0,60,1544.0,30,93,33
56551.0,48,138.0,14,81,71
70053.0,38,1012.0,31,91,56
71670.0,8,1766.0,21,91,59
44359.0,19,45.0,12,79,43
40887.0,32,161.0,19,93,69
48877.0,27,144.0,15,85,55
74485.0,58,1734.0,29,89,71
64474.0,59,823.0,27,87,49
77226.0,29,1138.0,31,83,58
72643.0,60,1429.0,23,95,71
84130.0,41,1371.0,22,84,43
55686.0,27,982.0,20,95,55
39062.0,28,44.0,10,82,38
34600.0,8,318.0,25,97,50
40794.0,18,434.0,23,94,46
54690.0,76,198.0,15,87,50
18985.5,0,359.0,26,88,52
32632.0,32,576.0,23,102,58
38236.0,2,88.0,18,88,53
36781.0,16,63.0,14,81,42
31385.0,56,27.0,12,98,37
24570.0,97,193.0,20,95,37
25509.0,15,101.0,18,100,47
84130.0,35,1778.25,22,83,70
58646.0,3,140.0,12,92,59
53201.0,49,415.0,29,95,46
21994.0,4,22.0,10,97,64
57113.0,45,263.0,23,96,43
51373.0,37,393.0,16,91,33
23477.0,39,147.0,18,87,35
58116.0,38,443.0,18,81,65
72968.0,8,1778.25,22,85,58
39791.0,89,174.0,17,94,50
84130.0,47,1778.25,30,87,71
84130.0,75,1691.0,21,82,63
18985.5,86,25.0,14,93,61
84130.0,4,809.0,23,80,41
79205.0,73,895.0,20,101,46
56559.0,46,484.0,22,97,46
32644.0,38,413.0,26,96,48
67506.0,73,331.0,15,85,41
24206.0,66,25.0,11,95,51
28420.0,36,22.0,10,85,54
22979.0,29,115.0,18,101,51
33279.0,29,22.0,10,79,55
46423.0,6,92.0,16,88,49
30368.0,97,52.0,15,87,44
63684.0,61,1464.0,28,98,51
41638.0,68,441.0,25,95,57
68805.0,73,283.0,14,88,62
65814.0,90,747.0,28,83,55
71964.0,81,1778.25,20,92,63
39146.0,1,165.0,19,95,35
84130.0,79,1778.25,26,90,44
34445.0,92,839.0,33,96,40
68281.0,31,1655.0,30,102,63
37284.0,46,23.0,10,94,46
36790.0,14,66.0,15,95,38
27943.0,89,37.0,16,93,54
22263.0,31,22.0,12,82,70
30261.0,75,22.0,12,100,49
28587.0,42,78.0,15,83,43
43815.0,53,79.0,12,94,39
48195.0,53,265.0,23,84,65
77027.0,23,1175.0,23,84,69
71322.0,57,1305.0,32,95,56
32765.0,49,46.0,13,83,42
29672.0,6,25.0,10,95,56
23272.0,29,46.0,10,87,68
49912.0,5,874.0,33,101,71
18985.5,98,100.0,19,102,36
68117.0,80,930.0,31,95,71
67225.0,4,868.0,28,86,66
18985.5,70,45.0,17,86,45
55914.0,32,1260.0,33,93,46
40059.0,82,414.0,20,88,37
60905.0,27,392.0,17,86,71
75330.0,94,1109.0,33,100,44
60689.0,23,639.0,25,92,70
38680.0,97,79.0,13,94,37
61416.0,25,1665.0,30,96,39
49767.0,92,692.0,22,93,33
83273.0,98,1392.0,33,100,51
29009.0,19,44.0,13,86,40
45057.0,80,50.0,11,86,42
37150.0,80,467.0,28,101,50
43020.0,79,223.0,18,86,51
53154.0,50,158.0,13,79,62
65308.0,60,1211.0,32,88,48
76467.0,44,1575.0,20,101,51
81044.0,0,1208.0,23,85,71
32871.0,28,43.0,10,95,70
55801.0,35,527.0,28,88,46
76320.0,49,932.0,17,79,62
36927.0,46,71.0,16,80,66
48794.0,97,54.0,10,79,68
23478.0,51,129.0,15,94,56
71128.0,80,1615.0,33,100,48
70179.0,10,1034.0,31,90,45
59462.0,29,1088.0,32,97,71
38361.0,74,137.0,17,85,52
70038.0,54,1244.0,19,87,39
42554.0,93,41.0,11,97,43
67445.0,63,1174.0,33,102,47
67046.0,92,993.0,17,97,70
42192.0,40,100.0,11,89,71
77610.0,70,1680.0,24,99,69
31761.0,96,98.0,14,82,37
34350.0,81,48.0,12,87,42
54591.0,63,519.0,24,90,71
71866.0,85,715.0,23,85,65
25293.0,51,37.0,13,88,52
42000.0,23,653.0,25,97,34
69520.0,95,1455.0,26,91,38
64713.0,11,602.0,23,83,51
27889.0,42,26.0,11,91,44
22123.0,77,102.0,12,82,61
27803.0,40,176.0,17,101,48
51651.0,32,433.0,25,99,61
68487.0,48,1366.0,33,96,33
56796.0,24,1001.0,33,95,52
84130.0,61,961.0,20,97,33
79823.0,6,1518.0,25,82,62
30828.0,16,56.0,11,88,41
34109.0,39,22.0,10,87,50
53367.0,2,400.0,28,89,47
22390.0,49,26.0,11,87,52
71322.0,31,350.0,15,81,45
79244.0,58,1216.0,23,97,33
49912.0,5,874.0,33,101,71
48699.0,90,40.0,10,92,71
80144.0,47,1367.0,20,88,46
54252.0,25,264.0,21,92,65
81929.0,60,1778.25,26,100,45
76068.0,67,1376.0,16,98,46
53204.0,40,45.0,10,82,45
67911.0,63,976.0,30,80,71
18985.5,1,51.0,15,100,37
78128.0,89,1264.0,23,83,47
18985.5,40,75.0,13,95,49
20425.0,5,57.0,14,99,35
58646.0,3,140.0,12,92,59
72967.0,1,497.0,24,97,51
48150.0,24,266.0,20,92,71
82332.0,89,1778.25,23,100,60
58275.0,48,615.0,30,92,66
44953.0,31,1021.0,30,97,40
34587.0,68,22.0,10,80,68
43018.0,46,133.0,12,87,47
45736.0,92,437.0,26,90,67
66476.0,80,1013.0,30,86,52
27733.0,16,57.0,14,89,40
69805.0,50,1038.0,29,84,69
72217.0,93,1573.0,24,94,59
25818.0,51,28.0,11,99,50
37509.0,24,123.0,16,101,45
25176.0,79,22.0,11,90,45
43586.0,26,132.0,18,101,41
53230.0,86,732.0,28,102,65
50116.0,68,66.0,12,79,64
84130.0,98,1631.0,26,88,49
61286.0,34,608.0,23,90,55
82333.0,60,1778.25,20,94,35
65220.0,3,1282.0,29,101,56
33590.0,65,22.0,11,87,47
30992.0,83,43.0,12,93,45
72309.0,64,1778.25,23,95,45
84130.0,85,22.0,10,89,71
18985.5,69,103.0,16,102,41
65487.0,48,1169.0,19,84,64
58692.0,21,395.0,22,82,56
40590.0,30,258.0,21,88,52
20587.0,39,25.0,12,80,51
62637.0,76,185.0,12,83,67
29435.0,11,180.0,20,102,55
19346.0,26,22.0,13,84,47
35788.0,34,44.0,13,84,50
36997.0,72,94.0,17,96,53
23539.0,13,81.0,13,83,64
65333.0,58,798.0,33,84,48
78499.0,12,1334.0,23,86,64
29732.0,23,38.0,14,82,50
41275.0,33,61.0,16,82,61
63516.0,30,300.0,21,91,48
42769.0,15,88.0,12,87,59
49572.0,25,54.0,14,85,63
69209.0,4,1778.25,20,100,49
18985.5,80,68.0,19,84,45
40590.0,30,258.0,21,88,52
30560.0,6,31.0,12,91,45
32146.0,16,66.0,14,80,38
41713.0,57,174.0,19,81,57
34176.0,9,28.0,10,84,46
58482.0,59,731.0,28,82,66
59686.0,78,274.0,16,84,56
60896.0,90,1701.0,32,100,57
62994.0,74,312.0,19,83,41
47320.0,10,414.0,26,90,64
74859.0,63,1565.0,26,92,71
18985.5,13,29.0,13,87,33
31560.0,98,94.0,16,91,47
72071.0,4,1338.0,22,95,67
84130.0,94,1092.0,17,94,33
84130.0,91,1479.0,19,85,37
41967.0,66,54.0,10,86,40
69263.0,14,568.0,24,83,56
65706.0,77,1199.0,33,91,51
60934.0,41,873.0,27,84,46
71965.0,21,1213.0,20,90,70
65210.0,25,731.0,28,82,66
79174.0,2,1778.25,21,97,46
81380.0,51,1778.25,19,97,54
48432.0,3,424.0,27,99,48
52914.0,32,575.0,22,97,50
38946.0,84,257.0,17,87,66
26067.0,49,56.0,17,87,47
44325.0,69,542.0,29,95,49
42523.0,96,125.0,10,81,57
26487.0,23,69.0,14,92,43
53233.0,18,40.0,10,82,64
67716.0,8,1016.0,33,97,61
76234.0,21,907.0,26,84,49
84117.0,60,1566.0,26,80,65
65487.0,48,1169.0,19,84,64
25224.0,36,46.0,10,82,49
84130.0,36,1644.0,27,95,38
40851.0,63,59.0,12,95,50
27469.0,2,22.0,10,102,71
82347.0,38,1778.25,28,99,64
73803.0,61,1528.0,28,102,64
18985.5,52,35.0,18,94,69
43322.0,25,141.0,15,81,47
55593.0,63,546.0,23,89,48
50501.0,10,500.0,26,91,67
37085.0,65,61.0,18,79,46
18985.5,71,106.0,16,90,33
57731.0,0,704.0,32,98,52
48432.0,3,424.0,27,99,48
73807.0,88,849.0,25,97,43
18985.5,15,85.0,12,95,33
35893.0,80,199.0,23,99,53
61014.0,17,1147.0,27,102,41
32144.0,76,54.0,17,82,67
18985.5,52,43.0,11,98,58
45146.0,28,53.0,10,90,58
41769.0,31,521.0,30,95,66
84130.0,42,1623.0,20,84,40
38054.0,24,45.0,14,81,71
80617.0,42,1435.0,21,100,33
18985.5,12,32.0,14,90,45
36807.0,88,22.0,10,97,67
28427.0,67,52.0,15,94,38
82032.0,54,1234.0,18,82,71
22775.0,40,22.0,12,91,43
40101.0,73,415.0,24,100,36
58025.0,81,470.0,22,86,42
75777.0,12,1438.0,22,91,39
18985.5,7,53.0,18,93,42
33562.0,33,51.0,13,79,58
57642.0,24,679.0,26,84,51
58554.0,55,586.0,29,100,53
63777.0,87,653.0,33,94,42
57967.0,39,468.0,24,95,59
24434.0,9,50.0,14,80,49
18985.5,82,84.0,18,94,37
44802.0,71,1049.0,33,101,51
26816.0,50,22.0,10,101,35
84130.0,23,62.0,17,92,44
34421.0,81,30.0,11,91,47
61223.0,46,1341.0,23,91,54
64014.0,56,444.0,29,79,71
56981.0,91,1241.0,25,84,40
69245.0,8,843.0,26,84,65
52869.0,40,172.0,18,99,67
